product_id,product_name,department,cost_price,current_price,price_elasticity,price_sensitivity,stock_urgency,recommended_price,price_change_pct,predicted_weekly_demand,predicted_weekly_revenue,predicted_weekly_profit,current_weekly_profit,profit_uplift,profit_uplift_pct,optimization_reason,optimization_date
42150,"Pull-Ups Learning Designs Training Pantsfor Girls, Size 3T-4T",babies,1.76,3.69,-0.125,Low,CRITICAL,6.09,65.0,322.5,1963.78,1396.25,635.8,760.45,119.6,"Elasticity -0.125, Stock:CRITICAL",2024-06-28
43003,Organic Lemon Agave Vinaigrette,pantry,4.61,7.57,-5.0,High,CRITICAL,6.52,-13.9,758.1,4942.49,1447.88,1030.63,417.25,40.5,"Elasticity -5.0, Stock:CRITICAL",2024-06-28
10566,Blue Plus Bleach,household,6.52,11.36,-1.74,High,LOW,15.34,35.0,126.1,1933.8,1111.87,1000.35,111.52,11.1,"Elasticity -1.74, Stock:LOW",2024-06-28
6809,Berry Bunnies Cereal Organic,breakfast,4.99,8.96,-1.0,Low,LOW,13.44,50.0,108.8,1462.27,919.36,620.63,298.73,48.1,"Elasticity -1.0, Stock:LOW",2024-06-28
28788,Vermont Cheddar Mac & Cheese,missing,4.84,7.7,-0.4,Low,NORMAL,11.55,50.0,174.6,2017.19,1171.89,567.11,604.78,106.6,"Elasticity -0.4, Stock:NORMAL",2024-06-28
22284,Sweet & Salty Popped Snack Mix,snacks,1.96,3.23,-3.21,High,CRITICAL,3.29,1.9,288.6,949.6,383.88,376.29,7.59,2.0,"Elasticity -3.21, Stock:CRITICAL",2024-06-28
9929,"6\"" Organic Chocolate Cake",bakery,2.64,5.5,-1.0,Low,NORMAL,8.25,50.0,219.2,1808.4,1229.71,925.71,304.0,32.8,"Elasticity -1.0, Stock:NORMAL",2024-06-28
4806,Oat Milk Soap,personal care,6.1,11.9,-1.0,Low,NORMAL,17.85,50.0,194.1,3465.28,2281.07,1636.92,644.15,39.4,"Elasticity -1.0, Stock:NORMAL",2024-06-28
27818,Liquid Eggs Whites,dairy eggs,1.7,3.4,-1.0,Low,LOW,5.1,50.0,194.7,993.14,662.09,481.9,180.19,37.4,"Elasticity -1.0, Stock:LOW",2024-06-28
20832,"Potato Chips, Original Lightly Salted",snacks,3.83,6.39,-1.0,Low,NORMAL,9.58,49.9,75.4,722.71,433.78,283.33,150.45,53.1,"Elasticity -1.0, Stock:NORMAL",2024-06-28
25653,Organic Plain Yogurt,dairy eggs,4.92,10.77,-5.0,High,LOW,7.0,-35.0,956.1,6692.95,1988.76,639.35,1349.41,211.1,"Elasticity -5.0, Stock:LOW",2024-06-28
36343,"9\"" Pie Shell",frozen,6.71,11.89,-1.0,Low,LOW,17.84,50.0,108.3,1932.12,1205.41,810.79,394.62,48.7,"Elasticity -1.0, Stock:LOW",2024-06-28
33899,Red Wine Blend,alcohol,5.4,8.97,-1.0,Low,LOW,13.46,50.1,210.9,2839.0,1700.03,1083.24,616.79,56.9,"Elasticity -1.0, Stock:LOW",2024-06-28
29131,Color Revitalize Protection for Color Treated Hair Conditioner,personal care,5.64,9.02,-1.48,Medium,LOW,13.53,50.0,162.2,2194.02,1279.44,964.38,315.06,32.7,"Elasticity -1.48, Stock:LOW",2024-06-28
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2.9,5.59,-1.0,Low,CRITICAL,9.22,64.9,69.5,640.61,439.12,300.68,138.44,46.0,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
23821,Organic Chili Spicy,canned goods,1.33,2.17,-4.18,High,NORMAL,1.71,-21.2,796.1,1361.35,302.52,236.13,66.39,28.1,"Elasticity -4.18, Stock:NORMAL",2024-06-28
43747,Sport Anti Perspirant & Deodorant Gel,personal care,4.76,10.09,-2.03,High,LOW,10.07,-0.2,122.8,1236.53,652.03,631.17,20.86,3.3,"Elasticity -2.03, Stock:LOW",2024-06-28
5523,"Super C, 1000 mg, Tablets",personal care,6.25,10.1,-1.0,Low,LOW,15.15,50.0,206.1,3122.92,1834.59,1150.34,684.25,59.5,"Elasticity -1.0, Stock:LOW",2024-06-28
43010,Tomato Juice From Concentrate,beverages,6.28,13.21,-1.0,Low,CRITICAL,21.8,65.0,198.9,4335.52,3086.57,2244.6,841.97,37.5,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
1600,Mediterranean Orzo Salad,deli,5.89,11.13,-1.0,Low,NORMAL,16.7,50.0,228.1,3808.69,2465.38,1752.43,712.95,40.7,"Elasticity -1.0, Stock:NORMAL",2024-06-28
35130,French Chocolate Fat Free Ice Cream,frozen,5.57,9.14,-0.53,Low,LOW,13.71,50.0,223.1,3058.87,1816.14,955.41,860.73,90.1,"Elasticity -0.53, Stock:LOW",2024-06-28
28660,Silhouette for Women S/M Briefs,other,3.37,7.02,-1.0,Low,LOW,10.53,50.0,207.8,2188.13,1487.85,1104.17,383.68,34.7,"Elasticity -1.0, Stock:LOW",2024-06-28
3031,100% Colombian Medium Roast K-Cup Packs Arabica Coffee,beverages,6.09,12.28,-1.66,High,LOW,14.41,17.3,254.2,3662.98,2114.92,1977.77,137.15,6.9,"Elasticity -1.66, Stock:LOW",2024-06-28
32375,Tamarind Soda,beverages,6.11,10.27,-4.985,High,EXCESS,6.73,-34.5,2672.4,17985.48,1656.91,1305.68,351.23,26.9,"Elasticity -4.985, Stock:EXCESS",2024-06-28
12378,Organic Toilet Bowl Cleaner,household,5.36,9.02,-1.0,Low,NORMAL,13.53,50.0,136.0,1840.08,1111.12,717.73,393.39,54.8,"Elasticity -1.0, Stock:NORMAL",2024-06-28
17817,Pimiento Stuffed Spanish Green Olives,pantry,5.76,9.96,-1.0,Low,LOW,14.94,50.0,192.3,2873.46,1765.62,1174.31,591.31,50.4,"Elasticity -1.0, Stock:LOW",2024-06-28
19461,Swanson Premium Chicken Breast Chunks,canned goods,2.68,4.56,-1.74,High,LOW,6.17,35.3,49.0,302.23,170.96,150.84,20.12,13.3,"Elasticity -1.74, Stock:LOW",2024-06-28
6269,Brisling Sardines In Water,canned goods,1.31,2.35,-3.59,High,CRITICAL,1.91,-18.7,699.9,1336.75,419.92,333.47,86.45,25.9,"Elasticity -3.59, Stock:CRITICAL",2024-06-28
20483,Cherry Flavored Allergy,personal care,2.88,5.76,-2.385,High,CRITICAL,5.39,-6.4,335.4,1807.92,841.91,801.57,40.34,5.0,"Elasticity -2.385, Stock:CRITICAL",2024-06-28
47504,Blueberry Breakfast Biscuits,breakfast,1.53,2.94,-0.78,Low,CRITICAL,4.85,65.0,109.4,530.74,363.31,220.63,142.68,64.7,"Elasticity -0.78, Stock:CRITICAL",2024-06-28
18050,Gluten free Spaghetti,dry goods pasta,3.78,7.78,-4.05,High,LOW,5.25,-32.5,878.9,4614.3,1292.0,690.94,601.06,87.0,"Elasticity -4.05, Stock:LOW",2024-06-28
26132,Spreadable Light Butter & Canola Oil Blend,dairy eggs,1.49,2.36,-3.81,High,NORMAL,1.89,-19.9,709.9,1341.74,283.97,259.62,24.35,9.4,"Elasticity -3.81, Stock:NORMAL",2024-06-28
13506,Magic Shell Chocolate Fudge,snacks,3.39,5.99,-2.03,High,CRITICAL,6.9,15.2,130.3,898.9,457.27,436.13,21.14,4.8,"Elasticity -2.03, Stock:CRITICAL",2024-06-28
46028,Korean Style Barbecue Bulgogl Sauce,pantry,3.94,7.43,-5.0,High,LOW,5.31,-28.5,1487.9,7900.82,2038.44,933.82,1104.62,118.3,"Elasticity -5.0, Stock:LOW",2024-06-28
24987,Kettle Corn Seasoning,snacks,2.52,4.65,-1.0,Low,NORMAL,6.98,50.1,73.1,510.11,325.94,227.7,98.24,43.1,"Elasticity -1.0, Stock:NORMAL",2024-06-28
27771,Eggplant,produce,3.41,5.34,-2.4,High,LOW,5.8,8.6,188.6,1094.03,450.81,424.79,26.02,6.1,"Elasticity -2.4, Stock:LOW",2024-06-28
9502,Menthol Nasal Swab,personal care,1.11,2.31,-2.29,High,CRITICAL,2.13,-7.8,352.5,750.73,359.51,342.28,17.23,5.0,"Elasticity -2.29, Stock:CRITICAL",2024-06-28
28128,French Roast Dark Coffee,beverages,1.13,2.0,-1.0,Low,CRITICAL,3.3,65.0,199.1,657.0,432.03,276.37,155.66,56.3,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
22133,Lindor Assorted Chocolate Truffles,snacks,4.78,8.67,-2.15,High,CRITICAL,9.91,14.3,73.9,732.31,379.08,370.76,8.32,2.2,"Elasticity -2.15, Stock:CRITICAL",2024-06-28
629,Probiotics Women 50 & Wiser Vegetarian Capsules,personal care,3.2,5.6,-5.0,High,CRITICAL,4.62,-17.5,843.1,3894.91,1197.14,735.31,461.83,62.8,"Elasticity -5.0, Stock:CRITICAL",2024-06-28
49625,Golden Wheat Deep Cleanse Shampoo,personal care,1.48,3.27,-1.0,Low,LOW,4.9,49.8,225.4,1104.28,770.74,592.58,178.16,30.1,"Elasticity -1.0, Stock:LOW",2024-06-28
29672,Lactose Free Low Fat Vanilla Yogurt,dairy eggs,4.51,7.22,-5.0,High,LOW,5.75,-20.4,915.2,5262.34,1134.83,774.59,360.24,46.5,"Elasticity -5.0, Stock:LOW",2024-06-28
12760,Organic Hojicha Green Tea,beverages,7.57,11.89,-2.01,High,CRITICAL,15.99,34.5,89.1,1425.41,750.59,670.72,79.87,11.9,"Elasticity -2.01, Stock:CRITICAL",2024-06-28
45837,"Truffles, Organic, Coconut Karma",snacks,2.32,4.12,-1.0,Low,CRITICAL,6.8,65.0,185.1,1258.66,829.23,531.52,297.71,56.0,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
31902,Urinary Health Extra Strength Liquid Cranberry,personal care,4.85,8.23,-5.0,High,CRITICAL,6.93,-15.8,818.8,5674.07,1703.04,1142.01,561.03,49.1,"Elasticity -5.0, Stock:CRITICAL",2024-06-28
41844,Honey Nut Cheerios,breakfast,1.81,2.85,-1.0,Low,CRITICAL,4.7,64.9,198.4,932.52,573.4,324.99,248.41,76.4,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
38008,Beyond Grain Free Chicken & Sweet Potato Recipe Pate Cat Food,pets,1.49,2.52,-2.65,High,LOW,2.3,-8.7,148.2,340.75,120.0,115.5,4.5,3.9,"Elasticity -2.65, Stock:LOW",2024-06-28
12131,Non-lotion White Facial Tissue,household,3.51,7.31,-1.0,Low,CRITICAL,12.06,65.0,137.0,1652.06,1171.24,838.08,333.16,39.8,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
29210,Texas Toast,bakery,2.83,5.01,-2.8,High,NORMAL,4.49,-10.4,101.5,455.85,168.53,156.74,11.79,7.5,"Elasticity -2.8, Stock:NORMAL",2024-06-28
24129,Natural Fresh Goat Cheese,dairy eggs,4.78,8.37,-3.48,High,LOW,6.28,-25.0,600.0,3768.29,900.07,758.71,141.36,18.6,"Elasticity -3.48, Stock:LOW",2024-06-28
3940,Nonfat Cottage Cheese,dairy eggs,4.95,9.26,-3.4,High,LOW,6.65,-28.2,1043.1,6936.43,1773.22,1401.82,371.4,26.5,"Elasticity -3.4, Stock:LOW",2024-06-28
35315,Premium Green Tea,beverages,8.76,14.67,-1.0,Low,LOW,22.0,50.0,165.8,3646.96,2194.81,1418.6,776.21,54.7,"Elasticity -1.0, Stock:LOW",2024-06-28
40172,Deli Shaved Honey Ham,deli,4.56,7.16,-0.84,Medium,HIGH,10.74,50.0,88.1,945.82,544.24,304.43,239.81,78.8,"Elasticity -0.84, Stock:HIGH",2024-06-28
2214,Power & Free Multi-Purpose Cleaner,household,3.32,5.23,-1.0,Low,NORMAL,7.85,50.1,203.9,1600.9,923.83,551.79,372.04,67.4,"Elasticity -1.0, Stock:NORMAL",2024-06-28
39861,Flax Plus Hot Oatmeal,breakfast,5.37,9.95,-0.265,Low,LOW,14.92,49.9,111.2,1659.07,1061.94,547.31,514.63,94.0,"Elasticity -0.265, Stock:LOW",2024-06-28
12576,Kiwi Sandia Sparkling Water,beverages,2.44,5.16,-3.135,High,NORMAL,3.42,-33.7,1185.8,4055.34,1162.06,868.12,293.94,33.9,"Elasticity -3.135, Stock:NORMAL",2024-06-28
11898,Foods Gourmet Dry Salami Black Pepper,deli,4.13,6.39,-1.0,Low,CRITICAL,10.54,64.9,189.0,1991.76,1211.31,682.31,529.0,77.5,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
22956,Thin Crust Trio Bacon Pizza,frozen,2.43,3.94,-2.85,High,NORMAL,3.67,-6.9,107.1,393.13,132.83,125.67,7.16,5.7,"Elasticity -2.85, Stock:NORMAL",2024-06-28
30913,Organic Green Tea,beverages,0.87,1.84,-0.975,Medium,CRITICAL,3.04,65.2,82.5,250.79,179.02,125.34,53.68,42.8,"Elasticity -0.975, Stock:CRITICAL",2024-06-28
30196,Red Cooking Wine,pantry,7.38,11.63,-3.83,High,CRITICAL,10.3,-11.4,424.8,4375.49,1240.43,1110.75,129.68,11.7,"Elasticity -3.83, Stock:CRITICAL",2024-06-28
673,Chicken Base,canned goods,2.71,4.34,-3.86,High,NORMAL,3.46,-20.3,533.3,1845.39,400.01,349.27,50.74,14.5,"Elasticity -3.86, Stock:NORMAL",2024-06-28
26616,French Lavender Clarifying Shampoo,personal care,4.96,8.96,-1.0,Low,NORMAL,13.44,50.0,128.5,1727.49,1089.96,737.56,352.4,47.8,"Elasticity -1.0, Stock:NORMAL",2024-06-28
4505,Espresso Chocolate Creamer,missing,3.46,6.09,-3.67,High,NORMAL,4.55,-25.3,603.7,2746.85,658.04,524.14,133.9,25.5,"Elasticity -3.67, Stock:NORMAL",2024-06-28
46545,82% Dark Chocolate Bar with Bourbon,snacks,2.01,3.8,-2.055,High,NORMAL,3.91,2.9,107.2,419.25,203.73,197.74,5.99,3.0,"Elasticity -2.055, Stock:NORMAL",2024-06-28
33328,Season and Cooked Pulled Beef,meat seafood,3.36,7.29,-1.0,Low,LOW,10.94,50.1,207.4,2269.38,1572.38,1194.92,377.46,31.6,"Elasticity -1.0, Stock:LOW",2024-06-28
43228,Hemp Nourishing Shampoo,personal care,2.33,4.5,-1.0,Low,LOW,6.75,50.0,211.9,1430.55,936.75,667.37,269.38,40.4,"Elasticity -1.0, Stock:LOW",2024-06-28
15869,Sweet Hot Dog Buns,bakery,3.1,5.07,-1.335,Medium,LOW,7.6,49.9,29.8,226.66,134.21,96.51,37.7,39.1,"Elasticity -1.335, Stock:LOW",2024-06-28
39448,Cold Brew Coffee Mocha,dairy eggs,4.13,9.15,-0.53,Low,CRITICAL,15.1,65.0,62.4,942.53,684.74,397.32,287.42,72.3,"Elasticity -0.53, Stock:CRITICAL",2024-06-28
13427,Cranberry with Lime Juice Cocktail,beverages,5.38,10.41,-1.0,Low,CRITICAL,17.18,65.0,166.3,2856.5,1961.98,1334.0,627.98,47.1,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
42191,G Series Perform Frost Glacier Cherry Sports Drink,beverages,2.8,5.28,-2.17,High,NORMAL,5.43,2.8,48.1,261.11,126.47,122.77,3.7,3.0,"Elasticity -2.17, Stock:NORMAL",2024-06-28
30568,Go Fresh Cool Essentials Anti-Perspirant Deodorant,personal care,6.44,11.55,-5.0,High,CRITICAL,9.37,-18.9,535.3,5015.8,1568.44,922.75,645.69,70.0,"Elasticity -5.0, Stock:CRITICAL",2024-06-28
43459,Puffs Cheese Flavored Snacks,snacks,5.09,8.03,-1.0,Low,CRITICAL,13.25,65.0,190.8,2527.84,1556.77,899.73,657.04,73.0,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
26013,Organic Dried Papaya,snacks,3.46,6.66,-1.0,Low,CRITICAL,10.99,65.0,205.3,2255.74,1545.56,1054.28,491.28,46.6,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
23474,"Couscous, Israeli, Traditional",dry goods pasta,4.22,8.12,-0.52,Low,CRITICAL,13.4,65.0,73.6,986.24,675.65,360.95,314.7,87.2,"Elasticity -0.52, Stock:CRITICAL",2024-06-28
34355,Spearmint Sugar-Free Gum,snacks,3.38,5.65,-1.0,Low,LOW,8.48,50.1,188.4,1597.26,960.61,613.26,347.35,56.6,"Elasticity -1.0, Stock:LOW",2024-06-28
9977,Paws Xl,missing,2.42,4.48,-1.0,Low,LOW,6.72,50.0,28.9,194.43,124.41,85.95,38.46,44.8,"Elasticity -1.0, Stock:LOW",2024-06-28
23150,Vegetable Classics 99% Fat Free Lentil Soup,canned goods,1.2,2.42,-2.45,High,LOW,2.05,-15.3,117.4,240.72,99.81,92.64,7.17,7.7,"Elasticity -2.45, Stock:LOW",2024-06-28
10260,Zingz Queso Fundido Baked Snack Crackers,snacks,4.42,8.18,-1.0,Low,CRITICAL,13.5,65.0,177.7,2399.19,1613.68,1060.51,553.17,52.2,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
39175,Chunk White Albacore in Water,canned goods,0.51,1.06,-1.0,Low,CRITICAL,1.75,65.1,173.3,303.27,214.89,151.62,63.27,41.7,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
44617,Propolis Eucalyptus Manuka Honey Lozenge,missing,1.53,3.16,-2.65,High,LOW,2.65,-16.1,459.5,1217.61,514.61,459.66,54.95,12.0,"Elasticity -2.65, Stock:LOW",2024-06-28
21229,"Brown, Red & Black Ready Rice",dry goods pasta,1.35,2.46,-1.84,High,LOW,2.93,19.1,202.0,591.96,319.21,301.91,17.3,5.7,"Elasticity -1.84, Stock:LOW",2024-06-28
32123,Whole Ground Golden Flaxseed Meal,pantry,1.29,2.41,-1.0,Low,LOW,3.62,50.2,129.8,469.71,302.33,212.93,89.4,42.0,"Elasticity -1.0, Stock:LOW",2024-06-28
22168,Whole Maine Cherrystone Clams,canned goods,2.8,4.42,-2.27,High,CRITICAL,5.26,19.0,165.1,868.21,406.04,382.28,23.76,6.2,"Elasticity -2.27, Stock:CRITICAL",2024-06-28
47510,Designer Paper Plates 7 In,household,4.72,9.04,-0.28,Low,LOW,13.56,50.0,206.0,2793.77,1821.3,970.55,850.75,87.7,"Elasticity -0.28, Stock:LOW",2024-06-28
20497,Original Antibiotic Ointment,personal care,3.82,6.74,-1.0,Low,CRITICAL,11.12,65.0,168.6,1874.39,1230.49,793.8,436.69,55.0,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
3883,Chicken Fingers,frozen,2.4,4.17,-1.0,Low,CRITICAL,6.88,65.0,192.0,1321.06,860.22,545.9,314.32,57.6,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
21028,Calcium and Fiber Supplement,personal care,3.13,6.92,-1.0,Low,NORMAL,10.38,50.0,168.8,1752.14,1223.8,938.66,285.14,30.4,"Elasticity -1.0, Stock:NORMAL",2024-06-28
46891,Way Better Snacks Sweet Potato Corn Tortilla Chips,snacks,3.53,6.05,-0.18,Low,LOW,9.07,49.9,157.7,1430.14,873.54,417.7,455.84,109.1,"Elasticity -0.18, Stock:LOW",2024-06-28
726,Gluten-Free Boom Chicka Pop Sweet & Spicy Popcorn,snacks,1.85,3.8,-0.73,Low,CRITICAL,6.27,65.0,184.2,1154.96,814.19,501.86,312.33,62.2,"Elasticity -0.73, Stock:CRITICAL",2024-06-28
48611,Milk Chocolate Candies Fun Size Bags,snacks,3.69,5.75,-5.0,High,CRITICAL,5.13,-10.8,327.3,1678.96,471.29,366.44,104.85,28.6,"Elasticity -5.0, Stock:CRITICAL",2024-06-28
27928,Cotton Balls,personal care,2.87,5.99,-1.0,Low,CRITICAL,9.88,64.9,205.9,2034.2,1443.3,1030.47,412.83,40.1,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
509,Starting Solids Carrots Organic Baby Food,babies,4.35,8.16,-1.0,Low,CRITICAL,13.46,65.0,73.8,993.89,672.68,453.34,219.34,48.4,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
24514,Fig Newtons Fat Free Cookies,snacks,3.39,7.26,-0.915,Medium,CRITICAL,11.98,65.0,94.3,1130.3,810.46,554.03,256.43,46.3,"Elasticity -0.915, Stock:CRITICAL",2024-06-28
32510,Steak Seasoning & Rub,pantry,1.59,2.45,-1.0,Low,NORMAL,3.68,50.2,220.9,812.91,461.68,280.32,181.36,64.7,"Elasticity -1.0, Stock:NORMAL",2024-06-28
4879,"Milk, Fat Free",dairy eggs,3.17,5.75,-1.0,Low,LOW,8.62,49.9,91.0,784.3,495.87,338.64,157.23,46.4,"Elasticity -1.0, Stock:LOW",2024-06-28
24613,Sweet Potato Puffs Cereal Snack,babies,4.7,8.26,-3.78,High,NORMAL,6.18,-25.2,310.8,1920.59,459.95,356.58,103.37,29.0,"Elasticity -3.78, Stock:NORMAL",2024-06-28
14418,Ezekiel 4:9 Sprouted Grain Pasta Penne,dry goods pasta,3.26,7.03,-2.575,High,LOW,5.8,-17.5,580.6,3367.2,1474.6,1302.43,172.17,13.2,"Elasticity -2.575, Stock:LOW",2024-06-28
40138,Chocolate Chip Heart Thrive,bakery,4.24,7.07,-3.06,High,CRITICAL,7.15,1.1,42.1,301.19,122.58,118.71,3.87,3.3,"Elasticity -3.06, Stock:CRITICAL",2024-06-28
36202,Organic Red Wagon Coffee K-Cups,beverages,5.11,10.39,-1.0,Low,NORMAL,15.58,50.0,220.5,3434.93,2308.33,1693.59,614.74,36.3,"Elasticity -1.0, Stock:NORMAL",2024-06-28
14565,Roadhouse with Bean Chili,canned goods,1.04,1.65,-2.875,High,NORMAL,1.55,-6.1,368.9,571.78,188.13,179.57,8.56,4.8,"Elasticity -2.875, Stock:NORMAL",2024-06-28
39884,Calorie Free Pancake Syrup,pantry,1.33,2.71,-3.45,High,NORMAL,1.84,-32.1,1197.9,2204.2,610.95,422.65,188.3,44.6,"Elasticity -3.45, Stock:NORMAL",2024-06-28
43947,Sausage & Mushroom Thin Pizza,frozen,5.23,10.71,-1.0,Low,NORMAL,16.07,50.0,222.3,3571.79,2409.34,1773.6,635.74,35.8,"Elasticity -1.0, Stock:NORMAL",2024-06-28
23389,Original Ultra Concentrated Dish Soap,household,1.04,2.27,-1.0,Low,LOW,3.4,49.8,127.3,432.89,300.48,229.27,71.21,31.1,"Elasticity -1.0, Stock:LOW",2024-06-28
39367,Breakstones Cottage Doubles Strawberry,missing,4.28,7.86,-3.13,High,CRITICAL,7.62,-3.1,46.2,351.82,154.21,146.0,8.21,5.6,"Elasticity -3.13, Stock:CRITICAL",2024-06-28
6393,Protein Plus Mango Protein Shake,beverages,7.99,14.19,-0.405,Low,CRITICAL,23.41,65.0,98.0,2293.65,1510.81,707.35,803.46,113.6,"Elasticity -0.405, Stock:CRITICAL",2024-06-28
23350,Chow Mein Seasoning Mix,international,3.59,7.75,-1.0,Low,CRITICAL,12.79,65.0,200.3,2561.38,1842.43,1345.69,496.74,36.9,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
12053,Panama Peach Antioxidant Infusion,beverages,4.08,6.74,-2.565,High,LOW,7.2,6.8,288.7,2078.8,900.81,870.24,30.57,3.5,"Elasticity -2.565, Stock:LOW",2024-06-28
15128,Apricot from Concentrate Nectar,beverages,5.5,10.18,-0.57,Low,CRITICAL,16.8,65.0,94.8,1592.26,1070.99,574.82,496.17,86.3,"Elasticity -0.57, Stock:CRITICAL",2024-06-28
46439,Italian Sliced Bread,bakery,2.49,4.48,-4.495,High,CRITICAL,3.63,-19.0,485.8,1763.57,553.85,360.61,193.24,53.6,"Elasticity -4.495, Stock:CRITICAL",2024-06-28
44484,Grain Free Naturals Dry Dog Food Chicken & Garden Pea Recipe,pets,4.01,7.46,-4.45,High,LOW,5.37,-28.0,1348.1,7239.51,1833.47,1050.25,783.22,74.6,"Elasticity -4.45, Stock:LOW",2024-06-28
9621,Cornbread & Muffin Mix,pantry,6.05,11.41,-0.86,Medium,LOW,17.12,50.0,230.3,3943.11,2549.67,1717.17,832.5,48.5,"Elasticity -0.86, Stock:LOW",2024-06-28
32583,"Adhesive Bandages, Flexible Fabric, Assorted Sizes, Bonus",personal care,3.29,5.86,-5.0,High,CRITICAL,4.78,-18.4,489.0,2337.58,728.66,440.32,288.34,65.5,"Elasticity -5.0, Stock:CRITICAL",2024-06-28
6516,Ham & Swiss On Rye,deli,5.58,11.61,-2.77,High,NORMAL,9.71,-16.4,293.0,2845.04,1210.1,1036.08,174.02,16.8,"Elasticity -2.77, Stock:NORMAL",2024-06-28
26224,Sparkling Lime Water,beverages,6.67,13.72,-2.395,High,LOW,11.53,-16.0,471.4,5434.91,2290.86,2135.22,155.64,7.3,"Elasticity -2.395, Stock:LOW",2024-06-28
13421,Advanced Care Plaque Guard Frosted Mint Antiplaque Mouthwash,personal care,2.46,3.96,-1.0,Low,CRITICAL,6.53,64.9,210.5,1374.52,856.7,498.56,358.14,71.8,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
27047,Bloody Mary Cocktail Mix,other,1.72,2.69,-3.165,High,CRITICAL,2.8,4.1,119.4,334.2,128.91,124.52,4.39,3.5,"Elasticity -3.165, Stock:CRITICAL",2024-06-28
30701,Sweet & Salty Nut Chocolate Pretzel Nut Granola Bars,breakfast,1.58,3.01,-0.71,Low,NORMAL,4.51,49.8,186.9,843.08,547.72,348.44,199.28,57.2,"Elasticity -0.71, Stock:NORMAL",2024-06-28
34144,Whole Grain Buttermilk Pancake & Waffle Mix,breakfast,1.1,2.18,-1.0,Low,HIGH,3.27,50.0,67.3,219.96,145.97,106.44,39.53,37.1,"Elasticity -1.0, Stock:HIGH",2024-06-28
6068,"Black Pepper, Fine Grind",pantry,1.7,2.94,-0.365,Low,LOW,4.41,50.0,70.7,311.87,191.65,97.01,94.64,97.6,"Elasticity -0.365, Stock:LOW",2024-06-28
1571,Trading Company All Natural Black Bean Spicy Dip,pantry,4.7,8.83,-1.0,Low,LOW,13.24,49.9,173.7,2299.33,1483.1,1033.14,449.96,43.6,"Elasticity -1.0, Stock:LOW",2024-06-28
38184,Poppy Bagels,frozen,1.75,3.85,-2.4,High,NORMAL,3.15,-18.2,83.0,261.57,116.25,104.66,11.59,11.1,"Elasticity -2.4, Stock:NORMAL",2024-06-28
39585,Chinese Fried Rice Seasoning Mix,international,2.5,5.19,-1.0,Low,CRITICAL,8.56,64.9,192.7,1649.38,1167.67,829.12,338.55,40.8,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
46040,Ear Relief Ear Drops,personal care,6.2,10.45,-0.69,Low,CRITICAL,17.24,65.0,206.9,3567.35,2284.43,1202.91,1081.52,89.9,"Elasticity -0.69, Stock:CRITICAL",2024-06-28
17966,Caffeine Free Diet Coke Mini Bottles,beverages,1.05,1.81,-2.67,High,CRITICAL,1.8,-0.6,277.9,500.18,208.41,202.7,5.71,2.8,"Elasticity -2.67, Stock:CRITICAL",2024-06-28
3017,Travel Unscented Wipes,babies,4.62,10.14,-1.0,Low,LOW,15.21,50.0,212.3,3228.58,2247.9,1726.11,521.79,30.2,"Elasticity -1.0, Stock:LOW",2024-06-28
26759,Solid Light Tuna In Olive Oil,canned goods,1.05,2.13,-1.955,High,NORMAL,2.15,0.9,241.3,518.9,265.48,256.51,8.97,3.5,"Elasticity -1.955, Stock:NORMAL",2024-06-28
7917,Original Hazelnut Liqueur,alcohol,1.58,3.18,-1.0,Low,LOW,4.77,50.0,135.4,645.86,431.93,320.18,111.75,34.9,"Elasticity -1.0, Stock:LOW",2024-06-28
7206,Cilantro Avocado Yogurt Dressing,pantry,5.24,8.97,-3.055,High,CRITICAL,8.97,0.0,323.3,2900.0,1205.91,1183.57,22.34,1.9,"Elasticity -3.055, Stock:CRITICAL",2024-06-28
22326,Indian Vegetable Korma Entrée,frozen,4.79,10.55,-1.23,Medium,NORMAL,15.82,50.0,44.7,706.43,492.54,412.02,80.52,19.5,"Elasticity -1.23, Stock:NORMAL",2024-06-28
