product_id,product_name,department,cost_price,current_base_price,avg_price_elasticity,price_sensitivity_category,recommended_optimal_price,avg_weekly_demand,predicted_demand_at_optimal,expected_weekly_profit_at_optimal,current_weekly_profit,profit_improvement_pct
33073,King Size Corn Tortillas,bakery,0.9,1.87,-0.895,Medium,0.9450000000000001,185.2,341,15.35,175.91,-91.3
3420,Raw Jack Style Cheese,dairy eggs,1.91,3.19,-5.0,High,2.39,227.2,962,461.76,280.14,64.8
24840,Chocolate Kale Krunch,snacks,1.58,3.38,-3.64,High,2.18,315.6,1557,934.2,553.69,68.7
32412,Garbanzo Beans No Salt Added,international,4.84,8.49,-2.305,High,8.55,349.0,343,1272.53,1213.71,4.8
3738,Calendula Baby Diaper Care,babies,4.72,9.46,0.0,Low,inf,264.4,0,,1221.78,
47101,Greek Yogurt Black Cherry,dairy eggs,4.13,7.83,-1.59,High,11.13,233.9,133,931.0,838.14,11.1
26849,Age Defying Daily Facial Moisturizer,personal care,5.9,11.62,0.0,Low,inf,270.6,0,,1506.03,
31396,French Vanilla Sugar Free Coffee Creamer,dairy eggs,3.0,5.75,-2.455,High,5.06,109.6,150,309.0,293.53,5.3
14846,Gluten Free Chocolate Almond Bar,snacks,2.76,4.64,-0.58,Low,2.8979999999999997,323.9,425,58.65,591.03,-90.1
35704,Gluten Free Hamburger Buns,frozen,6.84,13.42,0.0,Low,inf,276.8,0,,1776.77,
41535,Rice Pecan Bread,bakery,1.66,2.95,-3.975,High,2.22,237.9,736,412.16,295.52,39.5
37187,Mangos Organic Baby Food,babies,6.34,11.63,-0.33,Low,6.657,186.2,223,70.69,953.52,-92.6
41712,American Classic Creamy Peanut Butter,pantry,1.24,2.12,-1.955,High,2.54,296.1,207,269.1,250.4,7.5
22648,Organic Power Grains,dry goods pasta,7.46,11.7,-0.915,Medium,7.833,64.0,92,34.32,259.95,-86.8
12297,Harpers Bazaar,household,1.45,2.43,0.0,Low,inf,240.4,0,,230.17,
17310,Chocolate Chip Love Cookies,snacks,4.53,9.18,-3.45,High,6.38,166.0,582,1076.7,748.14,43.9
14367,Cloves,other,3.32,7.28,-3.03,High,4.96,35.6,113,185.32,135.79,36.5
45312,Clear Tone Pink Rosa Antiperspirant Deodorant,personal care,5.99,11.93,-4.42,High,7.74,222.2,1503,2630.25,1284.09,104.8
31094,Spicy Spinach Blend,produce,1.13,1.98,0.0,Low,inf,321.7,0,,261.87,
11108,Nestle Coffeemate French Vanilla Flavored Instant Coffee,beverages,4.13,8.98,-1.88,High,8.82,88.2,91,426.79,415.12,2.8
2976,High Protein Advanced Formula Cat Food,pets,6.42,11.69,-2.74,High,10.11,321.2,478,1763.82,1648.0,7.0
16324,Peppermint Flavored Ultra 1000 Maximum Strength Antacid & Calcium Supplement Chewable Tablets,personal care,4.12,7.23,0.0,Low,inf,156.6,0,,473.74,
34220,Honey Lavender Stress Relief Tea,beverages,5.17,10.0,0.0,Low,inf,293.5,0,,1381.45,
3759,Smoked Salt Caramels in Milk Chocolate,snacks,4.66,7.72,-1.255,Medium,22.93,328.3,83,1516.41,966.47,56.9
31248,White Potato,produce,2.1,4.45,-1.635,High,5.41,243.0,176,582.56,555.5,4.9
26210,Almond Gold Bar,snacks,3.35,7.21,-0.915,Medium,3.5175,259.4,500,83.75,978.7,-91.4
33879,Pore Refining Toner,personal care,4.67,7.84,-0.48,Low,4.9035,325.9,408,95.27,991.16,-90.4
13481,Extra Noodle Soup Mix,canned goods,2.53,4.6,-1.41,Medium,8.7,196.0,79,487.43,393.3,23.9
38746,1000 Roses Pearl Exfoliator for Sensitive Skin,personal care,1.44,2.45,-0.225,Low,1.512,272.2,303,21.82,264.08,-91.7
10428,Original Large Dog Biscuits,pets,2.58,4.81,-0.61,Low,2.709,106.1,150,19.35,226.54,-91.5
7169,Organic Yellow Potatoes,produce,3.83,7.68,-4.26,High,5.0,142.2,885,1035.45,533.53,94.1
43561,Exotic Thai Red Rice & Flaxseeds Rice Toast,snacks,5.63,9.18,-1.125,Medium,50.67,103.4,15,675.6,351.23,92.4
9448,Original Liquid Fabric Softener,household,4.0,6.56,-1.48,Medium,12.33,96.9,38,316.54,239.2,32.3
31931,Pure Fire Tonic Apple Cider Vinegar Drink,beverages,5.81,9.87,0.0,Low,inf,292.8,0,,1139.88,
23658,Air Freshener Crisp Waters Spray,household,2.41,4.77,-2.58,High,3.94,261.2,427,653.31,600.48,8.8
7135,"Cream Of Chicken, Family Size",canned goods,0.99,1.75,-5.0,High,1.24,307.5,1721,430.25,222.33,93.5
43515,L-Lysine 500 mg Capsules,personal care,3.47,6.64,-1.18,Medium,22.75,309.5,72,1388.16,953.79,45.5
43780,Extra Cleansing Vinegar & Water Douche,personal care,2.59,5.53,-3.055,High,3.85,339.1,1025,1291.5,958.31,34.8
17281,White with 30% Cacao Content Organic Chocolate,snacks,4.36,6.88,-2.76,High,6.84,50.0,50,124.0,121.71,1.9
19430,Rye Flour,other,1.33,2.78,0.0,Low,inf,342.3,0,,483.26,
31444,Crystallized Ginger In Dark Chocolate  Bar,snacks,6.28,9.81,0.0,Low,inf,347.7,0,,1185.47,
16159,Free & Gentle Liquid Laundry Detergent,household,6.39,11.86,-4.45,High,8.24,241.0,1218,2253.3,1292.05,74.4
